"","Tweet","Time Stamp","Twitter Handle","Latitude","Longitude","Topic"
"57","@jasonrapert @tedcruz to stand alone is selfish and against God.","Mon Feb 22 20:04:29 +0000 2016","shottspates",34.788087,"-92.25715","violence_against_women"
"58","@Aaron_RS @realDonaldTrump I am a rape survivor I was brutally  raped and suffocated left for dead. I think I know when someone is genuine","Tue Feb 23 00:09:03 +0000 2016","eamhardin",31.1688935,"-100.0768885","violence_against_women"
"59","@Infidelzfun @tedcruz yes he has done nothing to limit abortions and never will..he is all talk no action","Tue Feb 23 01:01:08 +0000 2016","realanchorbaby",29.838495,"-95.4464865","reproductive_rights"
"60","Cruz on @oreillyfactor said @realDonaldTrump supported partial birth abortion for 60 yrs BS that would mean Trump was 9 yrs old #Trump2016","Tue Feb 23 01:30:41 +0000 2016","MikeandDawnNY",40.655138,"-73.9487755","reproductive_rights"
"61","@realDonaldTrump If Cruz hits you on pro choice tell him Reagan signed  pro abortion bill when he was 56. Over next “several” yrs he changed","Tue Feb 23 01:51:28 +0000 2016","greetandtweet",47.859805,"-122.291023","reproductive_rights"
"62","@jm3679 that would mean at the age of 9 @realDonaldTrump supported partial birth abortion?  Seriously what BS CRUZ spews #Trump2016","Tue Feb 23 15:33:24 +0000 2016","MikeandDawnNY",40.655138,"-73.9487755","reproductive_rights"
"63","@CarrollDems @realDonaldTrump @SenTedCruz of diversity?","Tue Feb 23 17:03:40 +0000 2016","Cruzinto2016",44.00123,"-71.566171","intersectionality"
"64","@DragonCounts @MaggieRuedas I want to be the transgender Ted Cruz","Wed Feb 24 16:12:54 +0000 2016","TheGoddess_AZ",32.1893905,"-110.9155735","intersectionality"
"65","@FoxNews @tedcruz @PPFA I have never seen such a phony liar and all my life","Thu Feb 25 02:32:29 +0000 2016","MikeMusky427",41.159207,"-80.6947785","reproductive_rights"
"66","Ted Cruz talks women in combat  abortion and Hispanic voters | https://t.co/os2rFskxKH","Thu Feb 25 04:15:33 +0000 2016","limabulldog94",30.3233455,"-97.754724","reproductive_rights"
"67","It was @SenSanders @BernieSanders that VOTED 4 noCRIME BILL  Voted against the bill for woman who were RAPED! No Dem https://t.co/6tQui2oYBK","Thu Feb 25 15:02:27 +0000 2016","Debi129",47.273022,"-120.882482","violence_against_women"
"68","Imagine a 9yr old saying they support partial birth abortion well according to Cruz @realDonaldTrump supported Partial birth abortion 60+YRS","Thu Feb 25 19:26:36 +0000 2016","MikeandDawnNY",40.655138,"-73.9487755","reproductive_rights"
"69","@marcorubio and @tedcruz should both be commended for strong #prolife stance. No part of @PPact is 'wonderful'.   #defundpp #ChooseLife","Thu Feb 25 21:41:58 +0000 2016","MattDay87",33.4760095,"-86.9275365","reproductive_rights"
"70","@SenSanders voted against woman allowed to KNOW WHO RAPED THEM! @taddevine Mr MONSANTO  https://t.co/YaIskv41jo","Fri Feb 26 00:46:03 +0000 2016","Debi129",47.273022,"-120.882482","violence_against_women"
