"","Tweet","Time Stamp","Twitter Handle","Latitude","Longitude","Topic"
"90","@ABCPolitics  Hillary has nothing but aging feminazi support and should withdraw tomorrow!","Wed Feb 10 04:15:12 +0000 2016","b2burns",33.5528625,"-112.1246765","feminism"
"91","white male hillary stan tells me to shut up when i criticize his fav. i love feminism!  https://t.co/XFkW3uc8pZ","Wed Feb 10 04:54:13 +0000 2016","thottiebrooklyn",40.780709,"-73.9685415","feminism"
"92","After #NHPrimary  Hillary campaign warn it'll be close in #Nevada - https://t.co/4VFMIaQCVJ  But she leads in BME-diverse States. #ImWithHer","Wed Feb 10 07:34:31 +0000 2016","Ann_O123",51.4108755,"-0.189289","intersectionality"
"93","@feministabulous @micnews @HillaryClinton She. Does. Not. Care. About. You. Anericans.","Wed Feb 10 12:11:27 +0000 2016","QuinonezDeborah",39.4939495,"-76.627516","feminism"
"94","Sanders and Trump win big. Americans like the outsider this election. Hillary's time is not now. Seems to be her fate. It's not misogyny.","Wed Feb 10 14:10:50 +0000 2016","EMCscotlandhome",56.188746,"-4.0567935","men"
"95","#Feminism   Hell and #Hillary  Clinton https://t.co/QLxBsy2Hpj (good read #gender  card not reason 2 support her","Wed Feb 10 15:03:40 +0000 2016","ermphd",30.5193405,"-97.672732","feminism"
"96","A good read  on Hillary Clinton and feminism. https://t.co/OY7Kc7GoEA","Wed Feb 10 15:17:54 +0000 2016","NathanFGao",40.780709,"-73.9685415","feminism"
"97","@DebErupts OMG this is just offal! Yet #FeelTheBern camp keeps accusing Hillary of plsyimh the sexism card!  https://t.co/hsnLm25sGD","Wed Feb 10 18:35:27 +0000 2016","chirprn",44.900818,"-89.5694915","feminism"
"98","We talk real issues we do it with polls should Bernie and Hillary be addressing the issues of racism in this country","Wed Feb 10 18:46:06 +0000 2016","NewsHillbilly",37.822244,"-85.7682405","intersectionality"
"99","*watches intersectional critique of Clinton empire be ignored/disparaged in the name of pale white feminism* https://t.co/xluWdnH8Rd","Wed Feb 10 19:15:59 +0000 2016","honey_of_life",33.929913,"-117.559707","feminism"
"100","Hillary Clinton LITERALLY uses smiling babies in ad that 'praises abortion' https://t.co/R7VE7bWhdX","Wed Feb 10 20:01:12 +0000 2016","VoiceOverPerson",27.698682,"-83.804475","reproductive_rights"
"101","Interesting perspective why being a feminist doesn't necessarily mean voting for Hillary: https://t.co/fsrxYNeeT3 (via @CTV_Television)","Wed Feb 10 20:08:55 +0000 2016","amarandone",48.8588335,"2.347003","feminism"
"102","@ObaSchor Look at how Clinton answered a ? on racism against @POTUS https://t.co/ULvauNvoCA","Wed Feb 10 21:38:49 +0000 2016","Rima_Regas",34.0207895,"-118.4119065","intersectionality"
"103","@Resonate537 rhinos?! Really? He supports partial birth abortion  single payer health care  and supported Hillary  Pelosi  and Reid Really!?","Thu Feb 11 04:55:33 +0000 2016","kylemeyer44",35.222301,"-97.4451735","reproductive_rights"
"104","@NomikiKonst @LaurenSivan Hillary spouts feminism but even women say she's a dishonest bully https://t.co/yU3n5PATdX","Thu Feb 11 07:11:28 +0000 2016","weciv01",45.536402,"-122.630908","feminism"
"105","Black Feminists Don’t Owe Hillary Clinton Their Support https://t.co/dYE5bKaCKt via @TheRoot-you don't fight back you get Beat Down.","Thu Feb 11 07:26:58 +0000 2016","ElaineHubbert",32.7799665,"-97.2859135","feminism"
"106","We will make 'HERSTORY'with @HillaryClinton #HillaryClinton in this 21stCentury #herstory....#Nevada #Nevadacaucus...","Thu Feb 11 13:12:44 +0000 2016","jccolyer",40.0730405,"-74.7243235","professional_gap"
"107","This is still one of the best feminist critiques of Clinton out there in the internetland https://t.co/YS94ELGnwg https://t.co/e1X81wjeFt","Thu Feb 11 14:11:57 +0000 2016","ughitsaaron",40.655138,"-73.9487755","feminism"
"108","We will make 'HERSTORY'with @HillaryClinton #HillaryClinton #SouthCarolina #herstory #SouthCarolinaPrimary","Thu Feb 11 14:12:09 +0000 2016","jccolyer",40.0730405,"-74.7243235","professional_gap"
"109","funny! they will care more than any republican.  clintons arent gerrymandering  racial profiling  shooting blacks https://t.co/A0XGc0Wsen","Thu Feb 11 18:49:10 +0000 2016","nashvillez",36.200008,"-86.791549","intersectionality"
"110","When feminists support Hillary based on gender=Faux-Feminism #FeelTheBern https://t.co/hZCdgYUdfj","Thu Feb 11 19:36:32 +0000 2016","OceanPleasant",34.0207895,"-118.4119065","feminism"
"111","@HillaryClinton @TheHill  Online ******BERNIE ALERT***#IStandWithEmily #BernieSista STFU @billclinton. We have issues &amp; it is not SEXISM!","Thu Feb 11 19:46:27 +0000 2016","careames54",33.0612425,"-96.7349005","feminism"
"112",".@HillaryClinton August 12  1963: The Day Bernie Sanders was Arrested in Demonstration against Racism. https://t.co/KLoStjVlId #Bernie","Thu Feb 11 20:28:54 +0000 2016","AndrewCicchetti",-15.4551765,"-55.842543","intersectionality"
"113","Clinton Campaign Distorts Bernie Sanders’ Racial Justice History https://t.co/Xly6defADg via ComradeAlan","Thu Feb 11 20:37:53 +0000 2016","anyalhas",40.0048655,"-75.117998","intersectionality"
"114","@goprapebuster Hillary is WAY  way too flawed. We can go at this all day long.","Thu Feb 11 21:04:41 +0000 2016","WrobStv",41.8335845,"-87.732013","violence_against_women"
"115","@THEHCC how do racially charged accusations fit in with your mission? @HillaryClinton @repjohnlewis https://t.co/lhH9VeqvjI","Thu Feb 11 21:08:59 +0000 2016","BumpItMcCarthy",40.780709,"-73.9685415","intersectionality"
"116","I hate gluten free  Hillary supporting  feminist. https://t.co/gAoop5GrRP","Thu Feb 11 22:40:52 +0000 2016","Domify",40.9348115,"-73.7813055","feminism"
"117","Your MCM thinks Hillary Clinton is a feminist icon","Fri Feb 12 01:53:48 +0000 2016","gabbygsnaps",43.6439045,"-116.653188","feminism"
"118","@TracyJeffords @PoliticalLaughs @tedcruz @oliverdarcy no but @billclinton pulled out. #BillClintonJokes #BillClintonRapeJokes!","Fri Feb 12 02:27:15 +0000 2016","Ryan_Stillwell",40.5214625,"-74.2712035","violence_against_women"
"119",".@HillaryClinton bringing up the #PlannedParenthood endorsement #DemDebate","Fri Feb 12 02:30:33 +0000 2016","hannahrvega",34.0207895,"-118.4119065","reproductive_rights"
"120","Hillary with a fantastic answer herself about criminal and racial justice. #demdebate","Fri Feb 12 02:37:13 +0000 2016","cybrestrike",31.0793065,"-97.75384","intersectionality"
"121",".@HillaryClinton calling out the cowardice of the Ferguson City Council's decision to evade the #ConsentDecree. #DemDebate #Ferguson","Fri Feb 12 02:40:33 +0000 2016","JGibsonDem",38.7431675,"-90.111975","violence_against_women"
"122","When @HillaryClinton spoke of systematic racism  her cadence was a bit off. I realized she was speaking like Obama. She's being thoughtful.","Fri Feb 12 02:40:47 +0000 2016","DrBFPalmer",37.83855,"-122.2956495","intersectionality"
"123","This is the first time I have ever heard Hillary Clinton utter the term 'systemic racism.' Bernie is changing the discourse. #DemDebate","Fri Feb 12 02:42:19 +0000 2016","ct6522",40.6708795,"-73.8311875","intersectionality"
"124","We need 2 knock down the barriers of racism  sexism  &amp; discrimination holding Americans back &amp; Hillary is the candidate 4 the job #DemDebate","Fri Feb 12 03:17:08 +0000 2016","BobbyTBD",34.0870095,"-118.369645","feminism"
"125","He's a rude child. And classic male sexist bloviating main son. @SenSanders #ImWithHer","Fri Feb 12 03:49:46 +0000 2016","coachkitty",47.751546,"-122.2471045","feminism"
"126","@realDonaldTrump 😱Hillary raped Libya for Oil 😱because she does not realize we can power every home with 💯panel Solar homes☀️Every town☀️","Fri Feb 12 04:16:07 +0000 2016","paul_kangas",37.7706565,"-122.4359785","violence_against_women"
"127","@democracynow 😱Hillary raped Libya for Oil 😱because she does not realize we can power every home with 💯panel Solar homes☀️Every town☀️","Fri Feb 12 04:23:43 +0000 2016","paul_kangas",37.7706565,"-122.4359785","violence_against_women"
"128","#DemDebate Hillary Clinton closing  all the regulations in the world is not going to stop Bigotry  racism &amp; sexism is one hell of a closing","Fri Feb 12 05:13:05 +0000 2016","MrDane1982",40.655138,"-73.9487755","feminism"
"129","Hillary Was Working For  'CHILDREN'S DEFENSE.' Bernie Wrote About Fantasizing: WOMEN BEING GANG RAPED!' https://t.co/OJNXNZAa1Q","Fri Feb 12 06:07:04 +0000 2016","DrTomMartinPhD",44.065621,"-123.1224015","violence_against_women"
"130","Commitment to #Diversity in #politics: https://t.co/Pgmhf0Rpza #HRC #DNC #FeelTheBern","Fri Feb 12 14:34:59 +0000 2016","eneubauer",38.3045585,"-92.4367735","intersectionality"
"131","@Trump_Democrats Simple. @HumaAbedin pushed the Lesbian woman away from Hillary Clinton b/c Huma is a Muslim who hates LGBT","Fri Feb 12 14:41:17 +0000 2016","DonderolibtR",31.1688935,"-100.0768885","intersectionality"
